match_id,season,player_name,club_name,minutes_played,goals,assists,shots,shots_on_target,xg,xa,passes,pass_accuracy,tackles,interceptions,dribbles,dribbles_completed,sprints,distance_km,top_speed_kmh,rating
M_2019_UNI_TOT,2019-20,Luke Shaw,Manchester United,94,1,1,2,1,0.04,0.03,45,92.9,4,1,2,0,13,10.7,28.9,8.3
M_2019_UNI_TOT,2019-20,Casemiro,Manchester United,82,2,2,2,1,0.14,0.19,85,93.4,2,4,3,1,21,10.4,30.1,9.6
M_2019_UNI_TOT,2019-20,Bruno Fernandes,Manchester United,84,0,0,3,0,0.05,0.13,90,93.4,5,2,4,0,17,11.7,29.0,6.8
M_2019_UNI_TOT,2019-20,Kobbie Mainoo,Manchester United,82,2,2,0,0,0.15,0.01,75,92.7,4,2,3,3,20,10.3,28.5,9.7
M_2019_UNI_TOT,2019-20,Marcus Rashford,Manchester United,77,1,2,6,2,0.88,0.33,44,87.2,0,2,4,3,32,10.8,32.9,9.3
M_2019_UNI_TOT,2019-20,Alejandro Garnacho,Manchester United,92,0,1,4,1,0.3,0.04,22,79.1,2,2,6,1,29,11.4,32.3,7.7
M_2019_UNI_TOT,2019-20,Rasmus Hojlund,Manchester United,93,2,2,6,0,0.38,0.21,26,86.5,3,1,8,5,30,10.7,33.2,9.7
M_2019_UNI_TOT,2019-20,Guglielmo Vicario,Tottenham Hotspur,91,0,0,0,0,0.0,0.0,25,92.3,0,0,0,0,3,3.6,29.3,6.3
M_2019_UNI_TOT,2019-20,Pedro Porro,Tottenham Hotspur,88,1,0,1,1,0.01,0.01,68,90.7,2,5,2,1,16,11.5,28.5,7.4
M_2019_UNI_TOT,2019-20,Cristian Romero,Tottenham Hotspur,91,0,0,0,0,0.01,0.04,72,91.1,3,1,1,1,14,9.7,31.3,6.6
M_2019_UNI_TOT,2019-20,Micky van de Ven,Tottenham Hotspur,90,0,1,1,1,0.08,0.04,57,86.5,4,3,1,1,9,9.3,31.0,7.1
M_2019_UNI_TOT,2019-20,Destiny Udogie,Tottenham Hotspur,87,0,1,2,0,0.04,0.02,73,87.0,3,2,0,0,17,9.3,31.1,7.6
M_2019_UNI_TOT,2019-20,Pape Sarr,Tottenham Hotspur,93,0,0,1,0,0.01,0.19,66,93.0,2,5,3,3,12,11.6,29.6,6.3
M_2019_UNI_TOT,2019-20,Yves Bissouma,Tottenham Hotspur,95,0,0,2,2,0.09,0.03,79,91.6,2,4,4,2,20,11.6,29.5,6.1
M_2019_UNI_TOT,2019-20,James Maddison,Tottenham Hotspur,95,1,2,1,0,0.09,0.2,85,87.3,2,5,2,1,17,12.5,30.8,8.3
M_2019_UNI_TOT,2019-20,Dejan Kulusevski,Tottenham Hotspur,85,2,0,1,0,0.46,0.25,32,83.6,3,0,6,6,27,10.3,33.3,8.9
M_2019_UNI_TOT,2019-20,Heung-Min Son,Tottenham Hotspur,81,0,2,6,0,0.26,0.21,25,78.1,3,1,2,0,20,10.4,32.6,7.6
M_2019_UNI_TOT,2019-20,Richarlison,Tottenham Hotspur,76,2,1,1,0,0.56,0.13,37,79.7,0,0,4,0,26,11.3,31.2,8.9
M_2019_TOT_UNI,2019-20,Guglielmo Vicario,Tottenham Hotspur,95,0,0,0,0,0.01,0.0,41,95.3,0,0,0,0,2,4.2,28.0,6.7
M_2019_TOT_UNI,2019-20,Pedro Porro,Tottenham Hotspur,95,0,1,0,0,0.0,0.01,72,91.8,3,5,1,1,12,9.3,30.5,6.9
M_2019_TOT_UNI,2019-20,Cristian Romero,Tottenham Hotspur,95,0,1,0,0,0.04,0.05,66,89.0,3,5,1,0,18,10.8,32.0,7.2
M_2019_TOT_UNI,2019-20,Micky van de Ven,Tottenham Hotspur,95,1,0,2,0,0.03,0.01,70,89.0,2,5,1,0,12,9.3,28.4,7.2
M_2019_TOT_UNI,2019-20,Destiny Udogie,Tottenham Hotspur,86,0,0,1,1,0.06,0.01,70,87.6,2,1,3,1,14,11.4,31.1,6.6
M_2019_TOT_UNI,2019-20,Pape Sarr,Tottenham Hotspur,89,1,2,3,0,0.08,0.14,73,89.7,6,1,1,0,15,12.4,29.6,8.9
M_2019_TOT_UNI,2019-20,Yves Bissouma,Tottenham Hotspur,92,2,1,3,2,0.02,0.0,87,91.1,3,2,4,4,21,10.7,31.7,9.1
M_2019_TOT_UNI,2019-20,James Maddison,Tottenham Hotspur,87,0,1,3,2,0.07,0.09,77,91.8,6,3,3,3,18,12.4,31.5,7.3
M_2019_TOT_UNI,2019-20,Dejan Kulusevski,Tottenham Hotspur,77,1,0,3,3,0.79,0.3,40,78.8,1,0,3,0,19,10.9,32.2,8.3
M_2019_TOT_UNI,2019-20,Heung-Min Son,Tottenham Hotspur,88,2,1,6,4,0.94,0.05,35,83.2,0,1,2,2,21,11.3,33.0,9.6
M_2019_TOT_UNI,2019-20,Richarlison,Tottenham Hotspur,86,0,0,2,2,0.7,0.32,36,84.8,0,2,5,1,28,11.3,33.1,6.5
M_2019_TOT_UNI,2019-20,Andre Onana,Manchester United,90,0,0,0,0,0.01,0.0,26,91.4,0,0,0,0,3,3.3,29.9,6.3
M_2019_TOT_UNI,2019-20,Diogo Dalot,Manchester United,95,1,1,0,0,0.02,0.02,53,87.5,6,4,1,1,18,10.3,31.6,7.6
M_2019_TOT_UNI,2019-20,Lisandro Martinez,Manchester United,85,0,1,2,1,0.03,0.02,45,88.4,3,4,2,0,9,10.1,28.8,6.7
M_2019_TOT_UNI,2019-20,Raphael Varane,Manchester United,92,1,1,0,0,0.06,0.01,60,88.8,4,3,3,1,16,11.0,28.4,7.7
M_2019_TOT_UNI,2019-20,Luke Shaw,Manchester United,90,0,0,2,1,0.0,0.04,67,87.4,3,3,0,0,14,10.1,29.3,6.7
M_2019_TOT_UNI,2019-20,Casemiro,Manchester United,95,0,0,2,0,0.06,0.11,63,87.8,5,5,4,1,11,12.4,31.2,6.4
M_2019_TOT_UNI,2019-20,Bruno Fernandes,Manchester United,80,2,2,1,0,0.1,0.07,55,88.7,4,3,4,0,22,11.1,30.5,9.3
M_2019_TOT_UNI,2019-20,Kobbie Mainoo,Manchester United,88,2,0,0,0,0.15,0.05,82,86.7,2,5,5,1,13,12.5,30.4,8.1
M_2019_TOT_UNI,2019-20,Marcus Rashford,Manchester United,79,2,0,4,0,0.35,0.07,24,82.3,1,0,8,0,24,10.0,31.2,8.2
M_2019_TOT_UNI,2019-20,Alejandro Garnacho,Manchester United,88,0,0,4,0,0.56,0.23,29,79.1,2,1,4,3,21,9.8,30.2,6.4
M_2019_TOT_UNI,2019-20,Rasmus Hojlund,Manchester United,85,2,2,2,1,0.52,0.32,23,82.3,2,1,4,2,22,9.3,32.7,9.7
M_2019_CHE_TOT,2019-20,Robert Sanchez,Chelsea,90,0,0,0,0,0.01,0.0,36,93.9,0,0,0,0,2,3.5,27.1,6.6
M_2019_CHE_TOT,2019-20,Reece James,Chelsea,86,1,1,0,0,0.05,0.03,46,90.1,3,2,3,0,9,11.4,30.5,8.5
M_2019_CHE_TOT,2019-20,Wesley Fofana,Chelsea,88,0,1,2,0,0.0,0.01,62,91.0,6,3,2,1,18,10.8,31.6,7.0
M_2019_CHE_TOT,2019-20,Levi Colwill,Chelsea,93,0,0,0,0,0.05,0.03,49,88.0,6,1,1,1,15,10.7,31.5,6.5
M_2019_CHE_TOT,2019-20,Ben Chilwell,Chelsea,93,1,0,1,1,0.03,0.01,50,86.0,6,2,0,0,16,10.8,30.1,7.2
M_2019_CHE_TOT,2019-20,Moises Caicedo,Chelsea,88,0,2,0,0,0.03,0.11,73,85.3,3,3,2,1,22,10.1,31.9,7.4
M_2019_CHE_TOT,2019-20,Enzo Fernandez,Chelsea,91,0,1,2,1,0.01,0.14,90,87.2,3,4,5,2,15,12.5,30.5,6.9
M_2019_CHE_TOT,2019-20,Cole Palmer,Chelsea,88,1,0,1,1,0.15,0.11,61,91.1,5,3,5,4,13,12.0,28.9,7.6
M_2019_CHE_TOT,2019-20,Raheem Sterling,Chelsea,87,0,2,2,1,0.31,0.25,31,79.5,3,0,5,1,25,9.5,33.4,7.9
M_2019_CHE_TOT,2019-20,Nicolas Jackson,Chelsea,80,1,0,6,2,0.12,0.06,25,86.2,1,0,3,0,24,9.6,33.6,7.7
M_2019_CHE_TOT,2019-20,Christopher Nkunku,Chelsea,79,2,2,6,0,0.64,0.13,20,79.1,0,2,2,0,21,10.9,31.1,9.4
M_2019_CHE_TOT,2019-20,Guglielmo Vicario,Tottenham Hotspur,88,0,0,0,0,0.02,0.0,28,92.3,0,0,0,0,2,4.7,26.3,6.1
M_2019_CHE_TOT,2019-20,Pedro Porro,Tottenham Hotspur,94,1,0,1,0,0.02,0.02,52,86.4,4,5,0,0,8,9.3,29.2,6.9
M_2019_CHE_TOT,2019-20,Cristian Romero,Tottenham Hotspur,88,1,1,0,0,0.03,0.01,65,88.0,5,1,3,1,9,9.6,31.8,7.6
M_2019_CHE_TOT,2019-20,Micky van de Ven,Tottenham Hotspur,90,1,1,0,0,0.07,0.05,73,86.3,3,2,3,2,17,9.5,29.7,7.9
M_2019_CHE_TOT,2019-20,Destiny Udogie,Tottenham Hotspur,86,1,0,1,1,0.05,0.05,70,92.3,2,1,1,0,13,9.4,29.8,7.1
M_2019_CHE_TOT,2019-20,Pape Sarr,Tottenham Hotspur,93,2,1,2,0,0.01,0.2,66,91.5,4,3,4,3,17,11.7,29.7,8.6
M_2019_CHE_TOT,2019-20,Yves Bissouma,Tottenham Hotspur,87,2,0,3,1,0.08,0.11,86,89.5,3,4,1,1,18,11.4,30.8,8.6
M_2019_CHE_TOT,2019-20,James Maddison,Tottenham Hotspur,87,0,1,2,0,0.03,0.17,78,89.7,3,1,1,1,15,12.1,31.5,7.1
M_2019_CHE_TOT,2019-20,Dejan Kulusevski,Tottenham Hotspur,92,2,0,4,1,0.29,0.08,43,79.4,1,1,7,0,29,11.4,31.5,8.6
M_2019_CHE_TOT,2019-20,Heung-Min Son,Tottenham Hotspur,77,0,1,4,4,0.88,0.01,31,79.4,1,0,2,2,31,11.0,30.6,7.8
M_2019_CHE_TOT,2019-20,Richarlison,Tottenham Hotspur,91,0,2,6,2,0.52,0.25,34,85.8,0,1,2,0,18,11.2,30.1,7.7
M_2019_TOT_CHE,2019-20,Guglielmo Vicario,Tottenham Hotspur,94,0,0,0,0,0.02,0.0,39,92.4,0,0,0,0,2,4.8,28.0,6.7
M_2019_TOT_CHE,2019-20,Pedro Porro,Tottenham Hotspur,91,0,1,0,0,0.08,0.03,75,86.9,3,4,0,0,14,9.5,31.0,7.1
M_2019_TOT_CHE,2019-20,Cristian Romero,Tottenham Hotspur,95,1,0,2,1,0.07,0.01,70,88.6,5,2,2,0,9,9.2,30.4,7.2
M_2019_TOT_CHE,2019-20,Micky van de Ven,Tottenham Hotspur,87,0,1,2,0,0.01,0.03,69,92.4,3,5,1,0,11,9.7,31.9,6.7
M_2019_TOT_CHE,2019-20,Destiny Udogie,Tottenham Hotspur,90,0,1,0,0,0.0,0.02,54,92.7,6,2,2,1,13,11.4,30.8,7.0
M_2019_TOT_CHE,2019-20,Pape Sarr,Tottenham Hotspur,83,2,2,1,0,0.09,0.08,57,87.5,3,4,1,0,21,10.6,28.9,9.2
M_2019_TOT_CHE,2019-20,Yves Bissouma,Tottenham Hotspur,85,0,2,2,1,0.12,0.07,78,90.3,5,1,4,1,13,12.5,30.4,7.9
M_2019_TOT_CHE,2019-20,James Maddison,Tottenham Hotspur,95,0,1,0,0,0.02,0.17,90,92.4,2,4,1,1,15,10.4,29.2,7.2
M_2019_TOT_CHE,2019-20,Dejan Kulusevski,Tottenham Hotspur,86,1,1,1,0,0.26,0.27,28,87.9,2,1,7,2,19,11.4,32.0,8.1
M_2019_TOT_CHE,2019-20,Heung-Min Son,Tottenham Hotspur,94,2,0,6,1,0.5,0.18,39,87.5,2,0,7,6,26,10.1,33.5,8.7
M_2019_TOT_CHE,2019-20,Richarlison,Tottenham Hotspur,95,1,2,1,0,0.73,0.2,24,86.5,2,1,3,3,31,9.2,31.6,8.6
M_2019_TOT_CHE,2019-20,Robert Sanchez,Chelsea,95,0,0,0,0,0.01,0.0,42,95.2,0,0,0,0,3,3.2,26.7,6.1
M_2019_TOT_CHE,2019-20,Reece James,Chelsea,91,1,0,1,0,0.03,0.0,55,93.0,5,2,3,0,12,10.1,30.2,7.6
M_2019_TOT_CHE,2019-20,Wesley Fofana,Chelsea,90,1,1,2,0,0.08,0.04,46,92.6,4,4,3,1,8,9.5,28.1,7.8
M_2019_TOT_CHE,2019-20,Levi Colwill,Chelsea,87,1,1,0,0,0.01,0.02,54,92.1,5,4,1,1,10,11.1,28.4,8.5
M_2019_TOT_CHE,2019-20,Ben Chilwell,Chelsea,89,0,0,0,0,0.03,0.02,60,89.7,3,4,2,2,17,10.0,28.0,6.7
M_2019_TOT_CHE,2019-20,Moises Caicedo,Chelsea,84,1,2,2,2,0.15,0.19,75,85.1,5,2,4,2,11,12.0,30.7,9.0
M_2019_TOT_CHE,2019-20,Enzo Fernandez,Chelsea,94,0,2,1,1,0.1,0.12,57,86.9,3,4,5,1,19,10.9,29.4,7.9
M_2019_TOT_CHE,2019-20,Cole Palmer,Chelsea,80,1,2,2,1,0.0,0.18,87,92.0,2,4,4,3,16,10.9,31.3,9.1
M_2019_TOT_CHE,2019-20,Raheem Sterling,Chelsea,85,0,0,1,0,0.51,0.13,37,83.9,3,1,4,3,28,9.7,32.5,7.1
M_2019_TOT_CHE,2019-20,Nicolas Jackson,Chelsea,78,1,0,1,0,0.65,0.14,35,85.5,0,2,5,4,27,11.0,32.7,7.5
M_2019_TOT_CHE,2019-20,Christopher Nkunku,Chelsea,89,2,1,5,3,0.2,0.3,23,81.5,3,1,8,6,18,11.3,33.1,8.9
M_2020_ARS_LIV,2020-21,David Raya,Arsenal,92,0,0,0,0,0.01,0.0,42,91.0,0,0,0,0,0,4.3,27.1,6.2
M_2020_ARS_LIV,2020-21,Ben White,Arsenal,88,0,0,0,0,0.07,0.01,71,88.0,3,4,1,0,14,11.1,31.7,6.4
M_2020_ARS_LIV,2020-21,William Saliba,Arsenal,90,0,0,2,0,0.07,0.01,57,91.6,6,4,0,0,9,11.5,31.3,6.4
M_2020_ARS_LIV,2020-21,Gabriel Magalhaes,Arsenal,94,1,1,1,1,0.05,0.04,48,86.7,2,5,1,0,18,9.4,31.6,7.7
M_2020_ARS_LIV,2020-21,Oleksandr Zinchenko,Arsenal,95,1,1,0,0,0.05,0.02,45,92.7,3,4,2,0,18,9.8,29.9,7.6
M_2020_ARS_LIV,2020-21,Declan Rice,Arsenal,94,2,0,0,0,0.11,0.14,57,85.7,4,5,3,3,16,11.6,29.0,8.1
M_2020_ARS_LIV,2020-21,Martin Odegaard,Arsenal,80,0,2,1,0,0.02,0.01,60,88.9,2,1,4,2,11,10.1,31.0,7.7
M_2020_ARS_LIV,2020-21,Jorginho,Arsenal,95,1,2,0,0,0.01,0.09,75,86.8,2,3,4,2,22,10.6,30.3,8.5
M_2020_ARS_LIV,2020-21,Bukayo Saka,Arsenal,94,2,0,2,2,0.9,0.05,37,78.5,2,0,2,0,28,11.1,31.9,8.8
M_2020_ARS_LIV,2020-21,Gabriel Martinelli,Arsenal,78,2,0,1,1,0.33,0.03,27,79.6,0,1,5,5,19,10.3,31.4,8.7
M_2020_ARS_LIV,2020-21,Gabriel Jesus,Arsenal,80,2,1,1,0,0.61,0.14,41,79.0,1,1,7,0,21,9.4,32.5,9.0
M_2020_ARS_LIV,2020-21,Alisson Becker,Liverpool,90,0,0,0,0,0.01,0.0,39,89.3,0,0,0,0,3,3.7,28.9,6.8
M_2020_ARS_LIV,2020-21,Trent Alexander-Arnold,Liverpool,95,1,0,0,0,0.03,0.05,55,91.7,2,2,3,0,11,11.4,29.3,7.5
M_2020_ARS_LIV,2020-21,Virgil van Dijk,Liverpool,90,1,1,0,0,0.02,0.02,52,89.3,3,5,2,2,11,10.1,29.1,7.9
M_2020_ARS_LIV,2020-21,Ibrahima Konate,Liverpool,89,1,1,1,1,0.01,0.04,61,88.1,3,1,3,1,10,11.5,30.5,7.9
M_2020_ARS_LIV,2020-21,Andy Robertson,Liverpool,93,1,0,1,1,0.03,0.0,54,89.9,4,2,2,0,13,9.4,30.5,7.8
M_2020_ARS_LIV,2020-21,Alexis Mac Allister,Liverpool,86,0,1,3,1,0.0,0.16,77,86.3,2,3,2,1,16,10.6,29.1,7.5
M_2020_ARS_LIV,2020-21,Dominik Szoboszlai,Liverpool,94,2,2,2,1,0.12,0.09,84,91.1,6,1,5,2,13,10.3,31.3,9.7
M_2020_ARS_LIV,2020-21,Wataru Endo,Liverpool,81,1,0,2,0,0.12,0.12,83,92.5,3,2,4,0,13,10.4,30.9,7.5
M_2020_ARS_LIV,2020-21,Mohamed Salah,Liverpool,81,2,0,3,0,0.52,0.06,43,82.9,1,2,2,0,26,11.4,31.9,8.5
M_2020_ARS_LIV,2020-21,Luis Diaz,Liverpool,79,2,1,1,1,0.16,0.28,29,80.0,1,1,2,1,21,11.4,31.4,8.9
M_2020_ARS_LIV,2020-21,Darwin Nunez,Liverpool,77,2,0,3,0,0.26,0.19,23,83.8,3,1,8,8,26,9.2,31.9,8.2
M_2020_LIV_ARS,2020-21,Alisson Becker,Liverpool,90,0,0,0,0,0.01,0.0,37,93.7,0,0,0,0,0,4.0,29.3,6.0
M_2020_LIV_ARS,2020-21,Trent Alexander-Arnold,Liverpool,91,0,1,2,1,0.04,0.01,51,90.1,6,4,2,2,10,11.4,30.8,6.8
M_2020_LIV_ARS,2020-21,Virgil van Dijk,Liverpool,86,1,1,1,1,0.08,0.01,67,89.0,4,1,2,2,9,10.7,29.1,8.1
M_2020_LIV_ARS,2020-21,Ibrahima Konate,Liverpool,90,0,0,1,0,0.07,0.02,65,87.8,3,2,1,0,16,9.4,30.6,6.1
M_2020_LIV_ARS,2020-21,Andy Robertson,Liverpool,90,1,1,2,1,0.05,0.04,69,88.8,5,5,1,1,9,9.1,29.2,7.6
M_2020_LIV_ARS,2020-21,Alexis Mac Allister,Liverpool,89,2,2,2,2,0.11,0.14,66,88.5,2,3,2,1,17,10.3,31.9,9.7
M_2020_LIV_ARS,2020-21,Dominik Szoboszlai,Liverpool,85,0,2,3,2,0.12,0.13,80,87.2,6,1,4,4,12,10.7,28.9,7.3
M_2020_LIV_ARS,2020-21,Wataru Endo,Liverpool,83,1,1,1,0,0.13,0.02,69,85.8,4,2,4,2,16,12.4,28.0,8.3
M_2020_LIV_ARS,2020-21,Mohamed Salah,Liverpool,87,1,1,6,4,0.33,0.14,39,79.1,1,2,3,1,19,10.3,33.1,8.0
M_2020_LIV_ARS,2020-21,Luis Diaz,Liverpool,94,0,0,3,0,0.79,0.06,44,83.5,2,2,4,1,18,9.8,33.6,6.8
M_2020_LIV_ARS,2020-21,Darwin Nunez,Liverpool,90,2,0,1,1,0.59,0.3,34,82.4,2,0,4,2,30,11.2,31.0,8.8
M_2020_LIV_ARS,2020-21,David Raya,Arsenal,92,0,0,0,0,0.01,0.0,32,95.2,0,0,0,0,1,3.3,26.7,6.8
M_2020_LIV_ARS,2020-21,Ben White,Arsenal,88,1,1,1,1,0.01,0.03,63,89.0,2,3,3,1,10,10.1,30.8,8.3
M_2020_LIV_ARS,2020-21,William Saliba,Arsenal,93,1,1,0,0,0.02,0.04,48,88.5,6,1,2,1,14,9.2,29.0,7.9
M_2020_LIV_ARS,2020-21,Gabriel Magalhaes,Arsenal,87,1,0,0,0,0.0,0.0,70,92.4,6,5,0,0,15,9.1,30.2,7.6
M_2020_LIV_ARS,2020-21,Oleksandr Zinchenko,Arsenal,88,1,1,1,0,0.0,0.02,47,86.7,6,4,0,0,17,10.2,31.5,7.5
M_2020_LIV_ARS,2020-21,Declan Rice,Arsenal,84,2,2,3,1,0.07,0.03,61,89.4,3,4,3,0,12,11.1,30.2,9.7
M_2020_LIV_ARS,2020-21,Martin Odegaard,Arsenal,85,2,2,1,0,0.13,0.05,55,85.2,2,1,4,4,11,11.9,30.8,9.1
M_2020_LIV_ARS,2020-21,Jorginho,Arsenal,82,1,1,2,0,0.12,0.09,78,86.3,3,2,1,1,19,11.2,28.3,7.6
M_2020_LIV_ARS,2020-21,Bukayo Saka,Arsenal,93,0,1,2,2,0.66,0.13,20,84.9,2,2,4,0,23,11.3,33.5,7.1
M_2020_LIV_ARS,2020-21,Gabriel Martinelli,Arsenal,91,2,0,5,2,0.88,0.34,20,79.3,2,1,8,8,21,11.4,32.9,9.0
M_2020_LIV_ARS,2020-21,Gabriel Jesus,Arsenal,78,2,1,4,3,0.85,0.23,35,85.8,0,1,6,5,30,9.8,32.8,9.1
M_2020_ARS_AVL,2020-21,David Raya,Arsenal,95,0,0,0,0,0.01,0.0,40,94.2,0,0,0,0,2,3.6,26.5,6.2
M_2020_ARS_AVL,2020-21,Ben White,Arsenal,94,0,1,1,0,0.01,0.04,72,87.0,6,2,2,2,9,9.8,31.4,7.0
M_2020_ARS_AVL,2020-21,William Saliba,Arsenal,93,0,1,0,0,0.02,0.02,55,92.3,3,1,1,0,11,11.1,30.0,7.3
M_2020_ARS_AVL,2020-21,Gabriel Magalhaes,Arsenal,94,1,1,0,0,0.01,0.0,46,89.2,5,3,2,1,9,10.5,29.3,8.1
M_2020_ARS_AVL,2020-21,Oleksandr Zinchenko,Arsenal,95,1,0,2,1,0.01,0.02,56,91.8,5,4,0,0,12,9.7,30.8,7.7
M_2020_ARS_AVL,2020-21,Declan Rice,Arsenal,84,1,1,1,1,0.03,0.02,84,90.6,6,4,2,0,11,11.9,31.4,8.3
M_2020_ARS_AVL,2020-21,Martin Odegaard,Arsenal,92,1,0,1,1,0.01,0.13,64,92.2,3,5,2,2,13,11.4,31.9,7.4
M_2020_ARS_AVL,2020-21,Jorginho,Arsenal,92,1,1,0,0,0.07,0.17,62,89.5,2,2,4,3,18,12.3,28.8,8.5
M_2020_ARS_AVL,2020-21,Bukayo Saka,Arsenal,94,0,2,4,4,0.65,0.19,26,80.5,1,0,5,4,30,10.4,31.3,8.4
M_2020_ARS_AVL,2020-21,Gabriel Martinelli,Arsenal,77,0,2,1,1,0.87,0.0,29,78.1,0,0,5,0,22,11.0,33.5,8.0
M_2020_ARS_AVL,2020-21,Gabriel Jesus,Arsenal,85,0,0,1,1,0.7,0.17,22,86.4,3,2,4,0,20,10.1,33.5,6.5
M_2020_ARS_AVL,2020-21,Emiliano Martinez,Aston Villa,90,0,0,0,0,0.02,0.0,32,92.6,0,0,0,0,2,4.1,26.2,6.9
M_2020_ARS_AVL,2020-21,Matty Cash,Aston Villa,94,0,0,1,0,0.07,0.04,72,86.6,5,5,2,2,15,9.2,30.7,7.0
M_2020_ARS_AVL,2020-21,Ezri Konsa,Aston Villa,86,1,0,1,1,0.03,0.01,66,92.4,4,2,2,2,13,9.0,30.7,7.8
M_2020_ARS_AVL,2020-21,Pau Torres,Aston Villa,91,1,1,1,0,0.08,0.02,63,88.7,2,2,1,0,17,9.5,28.8,7.6
M_2020_ARS_AVL,2020-21,Alex Moreno,Aston Villa,94,1,0,0,0,0.01,0.02,53,86.2,6,5,0,0,14,10.2,28.2,7.4
M_2020_ARS_AVL,2020-21,Douglas Luiz,Aston Villa,87,1,2,3,2,0.15,0.17,76,86.3,5,3,3,0,13,10.3,29.8,8.4
M_2020_ARS_AVL,2020-21,Boubacar Kamara,Aston Villa,80,1,0,3,1,0.04,0.08,60,85.9,5,5,1,0,22,10.7,31.9,7.7
M_2020_ARS_AVL,2020-21,John McGinn,Aston Villa,84,1,0,0,0,0.09,0.18,67,92.1,5,1,4,0,18,11.3,30.7,7.8
M_2020_ARS_AVL,2020-21,Leon Bailey,Aston Villa,95,2,2,1,0,0.11,0.2,21,84.9,3,0,7,1,20,9.0,30.6,9.5
M_2020_ARS_AVL,2020-21,Moussa Diaby,Aston Villa,88,2,1,3,0,0.96,0.07,37,82.2,0,2,2,2,24,11.1,33.0,9.4
M_2020_ARS_AVL,2020-21,Ollie Watkins,Aston Villa,87,1,2,5,1,0.67,0.22,23,82.8,0,2,2,2,24,9.3,31.6,8.7
M_2020_AVL_ARS,2020-21,Emiliano Martinez,Aston Villa,91,0,0,0,0,0.0,0.0,39,94.6,0,0,0,0,1,4.8,28.2,6.2
M_2020_AVL_ARS,2020-21,Matty Cash,Aston Villa,94,0,1,0,0,0.08,0.03,65,91.7,4,5,1,1,14,9.5,30.3,6.9
M_2020_AVL_ARS,2020-21,Ezri Konsa,Aston Villa,88,1,1,1,0,0.03,0.04,72,92.4,2,4,1,0,11,10.8,31.6,8.5
M_2020_AVL_ARS,2020-21,Pau Torres,Aston Villa,87,0,1,2,1,0.01,0.04,68,90.4,6,3,3,1,9,10.5,30.6,7.5
M_2020_AVL_ARS,2020-21,Alex Moreno,Aston Villa,85,0,1,1,0,0.05,0.03,53,86.2,6,1,2,1,8,11.4,30.0,7.5
M_2020_AVL_ARS,2020-21,Douglas Luiz,Aston Villa,81,2,0,0,0,0.01,0.04,82,89.0,5,5,4,2,17,12.0,29.0,8.0
M_2020_AVL_ARS,2020-21,Boubacar Kamara,Aston Villa,82,0,1,1,0,0.08,0.01,87,85.2,6,4,4,1,21,11.3,29.3,6.7
M_2020_AVL_ARS,2020-21,John McGinn,Aston Villa,80,2,2,3,1,0.08,0.03,71,89.8,2,4,4,4,21,11.0,28.5,9.5
M_2020_AVL_ARS,2020-21,Leon Bailey,Aston Villa,95,2,2,6,0,0.15,0.3,21,78.1,1,0,5,5,18,10.5,33.8,9.5
M_2020_AVL_ARS,2020-21,Moussa Diaby,Aston Villa,85,2,1,2,2,0.72,0.06,44,82.9,1,1,7,7,28,10.9,33.6,9.1
M_2020_AVL_ARS,2020-21,Ollie Watkins,Aston Villa,79,1,1,3,0,0.7,0.15,30,79.1,1,0,2,1,32,10.6,30.6,8.7
M_2020_AVL_ARS,2020-21,David Raya,Arsenal,89,0,0,0,0,0.01,0.0,26,92.5,0,0,0,0,1,3.3,28.0,6.1
M_2020_AVL_ARS,2020-21,Ben White,Arsenal,92,0,1,0,0,0.0,0.02,51,91.4,5,5,0,0,14,9.9,30.3,6.6
M_2020_AVL_ARS,2020-21,William Saliba,Arsenal,90,0,0,1,1,0.07,0.01,64,87.4,3,3,0,0,13,10.6,28.6,6.9
M_2020_AVL_ARS,2020-21,Gabriel Magalhaes,Arsenal,88,0,1,0,0,0.04,0.01,65,86.1,3,5,3,3,9,11.0,29.1,7.3
M_2020_AVL_ARS,2020-21,Oleksandr Zinchenko,Arsenal,85,0,1,0,0,0.05,0.05,74,86.5,4,5,2,1,11,10.8,28.5,7.0
M_2020_AVL_ARS,2020-21,Declan Rice,Arsenal,84,1,2,3,1,0.14,0.04,84,89.1,2,2,3,0,15,11.5,29.5,8.3
M_2020_AVL_ARS,2020-21,Martin Odegaard,Arsenal,88,0,1,0,0,0.0,0.0,89,85.4,2,5,4,4,15,11.6,31.6,7.3
M_2020_AVL_ARS,2020-21,Jorginho,Arsenal,91,1,2,0,0,0.15,0.1,89,88.3,6,4,2,2,10,11.6,29.6,9.0
M_2020_AVL_ARS,2020-21,Bukayo Saka,Arsenal,75,1,1,2,2,0.39,0.13,31,81.6,2,2,2,2,19,10.5,31.0,7.8
M_2020_AVL_ARS,2020-21,Gabriel Martinelli,Arsenal,88,2,2,3,2,0.92,0.26,39,80.9,2,2,8,0,18,10.9,32.6,9.6
M_2020_AVL_ARS,2020-21,Gabriel Jesus,Arsenal,89,0,0,6,0,0.11,0.32,21,85.5,2,2,4,3,32,10.0,33.0,6.2
M_2020_ARS_UNI,2020-21,David Raya,Arsenal,95,0,0,0,0,0.02,0.0,34,90.8,0,0,0,0,2,3.8,28.5,6.7
