lead_id,club_name,contact_email,country,signup_date,channel,campaign_id,lead_score
610,Local FC 156,local.fc.156.148@contacts.org,Germany,2025-08-26,email,8,102
611,Local FC 27,local.fc.27.465@clubmail.co,Scotland,2025-10-15,facebook,2,66
612,Local FC 103,local.fc.103.589@hotmail.com,Scotland,2025-02-02,facebook,3,68
613,Local FC 123,local.fc.123.424@clubmail.co,Wales,2025-05-27,email,5,57
614,Local FC 79,local.fc.79.804@hotmail.com,Germany,2025-04-25,referral,8,57
615,Local FC 158,local.fc.158.857@gmail.com,USA,2024-12-18,facebook,8,104
616,Local FC 191,local.fc.191.112@clubmail.co,France,2025-07-19,facebook,8,32
617,Local FC 107,local.fc.107.909@gmail.com,England,2025-05-14,paid_search,9,111
618,Local FC 96,local.fc.96.211@contacts.org,India,2025-08-22,partnership,5,92
619,Local FC 58,local.fc.58.92@contacts.org,Brazil,2024-09-09,email,8,48
620,Local FC 197,local.fc.197.992@clubmail.co,Germany,2025-02-11,organic,9,92
621,Local FC 53,local.fc.53.641@hotmail.com,France,2025-06-24,email,6,55
622,Local FC 150,local.fc.150.947@hotmail.com,Spain,2025-07-22,partnership,6,39
623,Chelsea FC,chelsea.fc.674@gmail.com,Scotland,2025-07-31,paid_search,10,35
624,Local FC 145,local.fc.145.953@contacts.org,Brazil,2025-04-27,email,4,44
625,Local FC 122,LOCAL.FC.122.620@CONTACTS.ORG,Ireland,2025-03-30,partnership,7,28
626,Local FC 109,local.fc.109.39@example.com,Scotland,2025-03-16,referral,9,76
627,Local FC 157,local.fc.157.798@example.com,Brazil,2025-08-30,referral,7,67
628,Local FC 3,local.fc.3.594@gmail.com,Germany,2024-11-11,referral,2,35
629,Local FC 113,local.fc.113.340@example.com,Spain,2024-09-09,facebook,10,68
630,Local FC 158,local.fc.158.63@clubmail.co,India,2025-08-08,organic,8,58
631,Local FC 149,local.fc.149.130@example.com,Spain,2025-02-12,facebook,10,61
632,Local FC 14,notanemail,Wales,2025-02-15,referral,3,41
633,Local FC 170,local.fc.170.802@contacts.org,Brazil,2025-04-08,organic,7,31
634,Local FC 68,local.fc.68.858@hotmail.com,France,2025-05-17,paid_search,10,41
635,Local FC 166,local.fc.166.56@hotmail.com,Scotland,2025-08-12,organic,9,84
636,Local FC 23,local.fc.23.771@contacts.org,Canada,2024-11-30,partnership,4,72
637,Local FC 80,local.fc.80.296@hotmail.com,Canada,2025-10-01,facebook,7,53
638,Local FC 116,local.fc.116.363@gmail.com,Canada,2024-11-13,facebook,6,62
639,Local FC 66,local.fc.66.473@gmail.com,Canada,2024-06-11,referral,9,67
640,Local FC 178,local.fc.178.321@clubmail.co,Scotland,2025-04-05,organic,8,53
641,Local FC 86,local.fc.86.743@gmail.com,England,2025-04-13,referral,4,56
642,Local FC 4,local.fc.4.974@example.com,Scotland,2025-01-22,organic,3,79
643,Local FC 14,local.fc.14.114@example.com,USA,2025-08-20,partnership,5,33
644,Leicester City,leicester.city.684@clubmail.co,Wales,2025-09-21,organic,5,70
645,Local FC 51,local.fc.51.265@contacts.org,USA,2025-10-03,organic,5,16
646,Local FC 106,local.fc.106.504@hotmail.com,France,2025-03-08,paid_search,7,109
647,Local FC 138,local.fc.138.75@contacts.org,USA,2025-05-02,organic,9,76
648,Local FC 108,local.fc.108.273@gmail.com,France,2025-04-20,referral,5,58
649,Manchester United,manchester.united.746@contacts.org,Brazil,2024-12-24,paid_search,9,54
650,Manchester United,manchester.united.368@contacts.org,England,2025-03-25,partnership,5,66
651,Local FC 146,local.fc.146.862@example.com,Canada,2025-08-03,paid_search,9,79
652,Local FC 26,local.fc.26.400@contacts.org,Germany,2025-05-26,email,8,44
653,Local FC 2,LOCAL.FC.2.198@CONTACTS.ORG,Ireland,2025-02-15,email,10,42
654,Local FC 80,local.fc.80.989@example.com,England,2025-04-28,organic,7,59
655,Local FC 67,local.fc.67.670@gmail.com,Canada,2024-11-30,referral,7,69
656,Local FC 19,local.fc.19.145@hotmail.com,India,2025-05-05,organic,1,76
657,Local FC 43,,Spain,2024-10-19,organic,8,71
658,Local FC 97,local.fc.97.117@example.com,Ireland,2025-04-30,organic,9,33
659,Local FC 186,local.fc.186.695@clubmail.co,Canada,2025-09-28,referral,3,53
660,Local FC 63,local.fc.63.344@hotmail.com,France,2025-07-26,paid_search,5,56
661,Local FC 159,local.fc.159.42@hotmail.com,Canada,2025-04-24,referral,9,70
662,Local FC 77,local.fc.77.8@gmail.com,Canada,2025-05-11,referral,2,69
663,Local FC 53,local.fc.53.656@contacts.org,Ireland,2025-04-22,paid_search,7,20
664,Local FC 137,local.fc.137.974@example.com,Spain,2025-09-10,facebook,9,57
665,Local FC 165,local.fc.165.98@hotmail.com,Brazil,2025-10-18,referral,10,71
666,Local FC 37,local.fc.37.816@hotmail.com,USA,2024-09-29,email,10,84
667,Local FC 26,local.fc.26.215@gmail.com,USA,2025-05-31,organic,6,89
668,Local FC 7,local.fc.7.497@example.com,Ireland,2025-04-11,partnership,2,53
669,Local FC 129,local.fc.129.236@hotmail.com,Scotland,2025-07-26,paid_search,5,53
670,Local FC 169,local.fc.169.483@hotmail.com,France,2025-06-25,paid_search,2,63
671,Local FC 36,local.fc.36.469@contacts.org,Spain,2025-04-09,paid_search,8,60
672,Local FC 66,local.fc.66.873@example.com,Germany,2025-03-01,paid_search,6,83
673,Local FC 56,local.fc.56.567@example.com,Brazil,2024-12-20,email,2,30
674,Local FC 36,local.fc.36.754@contacts.org,France,2025-06-13,referral,5,78
675,Local FC 37,LOCAL.FC.37.920@EXAMPLE.COM,England,2025-11-09,email,10,55
676,Local FC 168,local.fc.168.830@gmail.com,USA,2025-10-12,email,9,23
677,Local FC 42,local.fc.42.224@gmail.com,Canada,2025-02-15,organic,5,75
678,Local FC 152,local.fc.152.25@contacts.org,Wales,2025-07-21,partnership,7,8
679,Local FC 183,notanemail,France,2025-07-17,partnership,8,67
680,Local FC 66,local.fc.66.969@clubmail.co,Ireland,2025-11-10,partnership,8,63
681,Local FC 1,local.fc.1.969@clubmail.co,England,2023-02-30,organic,6,71
682,Local FC 79,local.fc.79.664@example.com,Ireland,2025-04-15,paid_search,2,40
683,Local FC 66,local.fc.66.771@gmail.com,Ireland,2024-11-15,partnership,10,56
684,Local FC 175,local.fc.175.434@clubmail.co,Germany,2025-05-05,email,2,41
685,Local FC 115,local.fc.115.546@contacts.org,Germany,2025-07-03,partnership,7,42
686,Local FC 158,local.fc.158.90@gmail.com,Spain,2025-05-26,organic,10,94
687,Local FC 8,local.fc.8.896@gmail.com,England,2025-11-10,facebook,10,27
688,Local FC 87,local.fc.87.431@example.com,Spain,2024-10-08,paid_search,8,55
689,Local FC 186,local.fc.186.352@example.com,USA,2025-08-03,referral,9,80
690,Local FC 116,local.fc.116.920@contacts.org,Spain,2025-07-25,paid_search,4,96
691,Local FC 104,local.fc.104.362@clubmail.co,India,2025-01-27,paid_search,10,50
692,Local FC 54,local.fc.54.683@hotmail.com,Scotland,2024-07-03,organic,4,47
693,Local FC 62,local.fc.62.576@contacts.org,Germany,2025-01-18,paid_search,8,65
694,Local FC 76,local.fc.76.26@hotmail.com,Wales,2024-10-31,email,7,91
695,Local FC 62,local.fc.62.723@example.com,India,2025-04-27,partnership,10,44
696,Local FC 18,local.fc.18.491@contacts.org,Brazil,2025-02-26,organic,3,46
697,Local FC 83,local.fc.83.57@hotmail.com,Brazil,2024-07-24,paid_search,4,62
698,Local FC 181,local.fc.181.870@clubmail.co,Scotland,2025-06-22,referral,8,63
699,Local FC 81,local.fc.81.58@clubmail.co,Wales,2025-11-06,partnership,6,40
700,Local FC 199,local.fc.199.360@contacts.org,Brazil,2024-11-14,organic,7,46
701,Local FC 36,local.fc.36.454@contacts.org,France,2025-09-25,partnership,9,70
702,Local FC 87,local.fc.87.311@example.com,Germany,2024-11-17,organic,10,74
703,Local FC 132,,Spain,2024-12-13,email,8,44
704,Local FC 25,local.fc.25.191@example.com,USA,2025-11-17,organic,5,90
705,Local FC 191,local.fc.191.475@example.com,Wales,2025-06-16,facebook,9,54
706,Local FC 57,local.fc.57.295@contacts.org,Canada,2024-10-28,paid_search,7,71
707,Aston Villa,aston.villa.614@clubmail.co,India,2025-02-27,email,8,103
708,Local FC 141,local.fc.141.18@gmail.com,England,2025-07-31,paid_search,4,78
709,Local FC 62,local.fc.62.370@hotmail.com,Germany,2025-04-24,organic,10,65
710,Local FC 55,local.fc.55.188@gmail.com,Wales,2024-09-30,referral,8,70
711,Local FC 63,local.fc.63.372@clubmail.co,Wales,2025-02-15,organic,8,81
712,Local FC 16,local.fc.16.944@clubmail.co,Wales,2025-06-22,referral,3,43
713,Local FC 37,local.fc.37.539@example.com,Scotland,2025-09-25,email,9,20
714,Leicester City,leicester.city.320@hotmail.com,USA,2024-07-18,referral,3,37
715,Local FC 114,local.fc.114.763@clubmail.co,Wales,2025-06-01,partnership,4,54
716,Local FC 39,local.fc.39.708@hotmail.com,England,2025-03-19,email,3,76
717,Local FC 174,local.fc.174.526@hotmail.com,Spain,2025-01-01,organic,7,48
718,Sheffield United,sheffield.united.943@gmail.com,Ireland,2025-05-25,paid_search,8,65
719,Local FC 152,local.fc.152.285@gmail.com,Wales,2025-06-05,referral,6,92
720,Local FC 180,local.fc.180.840@hotmail.com,Ireland,2025-02-22,partnership,1,74
721,Local FC 30,local.fc.30.997@hotmail.com,Brazil,2025-01-29,partnership,10,83
722,Local FC 102,local.fc.102.110@example.com,France,2025-04-06,email,6,34
723,Local FC 35,local.fc.35.127@contacts.org,USA,2025-03-07,facebook,7,46
724,Local FC 123,local.fc.123.291@gmail.com,Canada,2025-07-15,email,9,71
725,Local FC 38,local.fc.38.878@clubmail.co,USA,2024-11-09,partnership,10,60
726,Local FC 75,local.fc.75.536@contacts.org,Wales,2025-03-19,email,2,94
727,Local FC 83,local.fc.83.173@gmail.com,Germany,2025-03-29,paid_search,10,112
728,Local FC 133,local.fc.133.743@contacts.org,India,2025-02-11,referral,9,24
729,Local FC 50,local.fc.50.973@contacts.org,Spain,2025-01-16,paid_search,7,67
730,Local FC 177,local.fc.177.644@gmail.com,England,2024-11-02,organic,1,73
731,Local FC 108,local.fc.108.157@hotmail.com,Scotland,2025-05-21,partnership,8,35
732,Local FC 173,local.fc.173.678@contacts.org,Brazil,2025-05-31,facebook,7,42
733,Local FC 119,local.fc.119.122@gmail.com,France,2025-07-22,email,5,71
734,Local FC 98,local.fc.98.311@hotmail.com,France,2024-09-10,paid_search,4,67
735,Local FC 60,local.fc.60.503@contacts.org,India,2025-10-16,email,8,68
736,Local FC 102,local.fc.102.507@hotmail.com,Canada,2024-11-15,facebook,6,47
737,Local FC 177,local.fc.177.132@clubmail.co,India,2025-05-20,organic,6,60
738,Local FC 141,local.fc.141.422@gmail.com,Ireland,2025-08-19,paid_search,8,72
739,Local FC 146,local.fc.146.313@gmail.com,Brazil,2025-05-18,facebook,4,68
740,West Ham United,WEST.HAM.UNITED.274@CONTACTS.ORG,England,2025-09-03,facebook,7,51
741,Local FC 77,local.fc.77.103@clubmail.co,USA,2025-01-20,referral,4,52
742,Local FC 188,local.fc.188.993@clubmail.co,Scotland,2024-09-02,referral,7,52
743,Local FC 35,local.fc.35.824@gmail.com,Scotland,2025-03-31,partnership,9,78
744,Local FC 197,local.fc.197.821@example.com,Germany,2025-11-16,organic,6,24
745,Local FC 147,local.fc.147.553@example.com,Spain,2025-11-04,referral,6,85
746,Local FC 152,local.fc.152.529@hotmail.com,Ireland,2025-07-18,partnership,8,111
747,Local FC 171,local.fc.171.630@clubmail.co,India,2025-07-19,partnership,10,63
748,Local FC 141,local.fc.141.155@hotmail.com,France,2024-09-28,email,9,100
749,Local FC 193,local.fc.193.294@hotmail.com,India,2024-07-17,paid_search,5,84
750,Local FC 84,local.fc.84.848@hotmail.com,France,2024-12-09,email,7,71
751,Local FC 146,local.fc.146.265@hotmail.com,Brazil,2025-01-13,paid_search,5,48
752,Brighton & Hove Albion,brighton.and.hove.albion.919@contacts.org,Scotland,2025-08-24,email,8,59
753,Local FC 74,local.fc.74.863@gmail.com,Brazil,2025-05-25,organic,3,50
754,Local FC 114,local.fc.114.258@example.com,India,2025-01-24,organic,2,79
755,Local FC 178,local.fc.178.826@clubmail.co,France,2025-04-19,paid_search,4,89
756,Local FC 17,local.fc.17.261@hotmail.com,Brazil,2025-10-08,facebook,2,56
757,Local FC 9,local.fc.9.285@contacts.org,Germany,2025-08-10,email,10,22
758,Local FC 164,LOCAL.FC.164.621@CLUBMAIL.CO,England,2025-05-13,partnership,9,57
759,Local FC 182,local.fc.182.982@clubmail.co,Canada,2024-10-02,organic,10,72
760,Local FC 117,local.fc.117.403@contacts.org,Spain,2025-09-22,organic,10,97
761,Local FC 191,local.fc.191.938@clubmail.co,Canada,2024-11-12,email,5,71
762,Local FC 183,local.fc.183.483@gmail.com,Germany,2025-06-02,partnership,10,40
763,Local FC 89,local.fc.89.519@gmail.com,Brazil,2025-06-23,partnership,6,81
764,Local FC 158,local.fc.158.455@gmail.com,France,2024-08-11,paid_search,3,90
765,Local FC 61,local.fc.61.993@gmail.com,Wales,2025-07-09,referral,8,37
766,Local FC 156,local.fc.156.137@clubmail.co,Germany,2025-04-12,facebook,8,24
767,Local FC 31,local.fc.31.968@clubmail.co,England,2025-03-17,organic,8,57
768,Local FC 146,local.fc.146.204@hotmail.com,England,2025-07-06,email,10,28
769,Local FC 139,local.fc.139.175@clubmail.co,Brazil,2025-02-19,email,3,49
770,Local FC 178,local.fc.178.230@contacts.org,Spain,2025-10-12,facebook,4,2
771,Local FC 172,local.fc.172.221@hotmail.com,Canada,2025-05-05,paid_search,5,95
772,Local FC 88,local.fc.88.242@hotmail.com,Germany,2024-09-11,referral,10,50
773,Local FC 98,local.fc.98.710@contacts.org,France,2025-07-25,partnership,4,69
774,Local FC 89,local.fc.89.54@clubmail.co,Germany,2025-09-18,referral,4,66
775,Local FC 152,local.fc.152.6@example.com,Spain,2025-01-14,email,8,84
776,Local FC 152,local.fc.152.174@example.com,USA,2025-05-16,paid_search,10,55
777,Local FC 3,LOCAL.FC.3.321@EXAMPLE.COM,Spain,2025-09-01,partnership,3,43
778,Local FC 73,local.fc.73.850@clubmail.co,Germany,2025-06-02,email,5,67
779,Local FC 23,local.fc.23.874@contacts.org,USA,2023-02-30,organic,8,43
780,Local FC 29,local.fc.29.168@hotmail.com,USA,2024-10-05,organic,6,54
781,Local FC 94,local.fc.94.867@example.com,Germany,2025-05-04,organic,3,45
782,Local FC 53,local.fc.53.577@hotmail.com,India,2025-07-01,organic,8,77
783,Local FC 115,local.fc.115.787@hotmail.com,Germany,2025-01-18,organic,3,54
784,Local FC 53,local.fc.53.975@gmail.com,England,2025-04-22,organic,5,70
785,Local FC 98,local.fc.98.609@contacts.org,England,2025-10-30,partnership,5,49
786,Local FC 140,local.fc.140.929@clubmail.co,Ireland,2025-01-10,organic,8,34
787,Local FC 186,local.fc.186.561@clubmail.co,France,2025-03-21,facebook,6,32
788,Local FC 26,local.fc.26.167@contacts.org,Canada,2025-02-25,partnership,6,59
789,Local FC 20,local.fc.20.944@contacts.org,Wales,2025-10-22,facebook,8,83
790,Local FC 194,local.fc.194.488@hotmail.com,Scotland,2025-08-12,email,8,43
791,Local FC 188,local.fc.188.42@hotmail.com,Canada,2025-04-03,paid_search,10,82
792,Local FC 146,local.fc.146.663@hotmail.com,France,2025-09-21,organic,5,61
793,Local FC 186,local.fc.186.308@hotmail.com,Spain,2025-03-02,referral,7,73
794,Crystal Palace,crystal.palace.423@gmail.com,India,2025-04-07,facebook,8,52
795,Local FC 130,,USA,2025-08-25,paid_search,9,61
796,Local FC 182,local.fc.182.722@contacts.org,USA,2025-09-29,partnership,8,1
797,Local FC 96,local.fc.96.830@clubmail.co,India,2025-03-01,facebook,4,78
798,Local FC 8,,Wales,2025-07-10,partnership,3,39
799,Local FC 103,local.fc.103.617@contacts.org,India,2025-02-04,facebook,5,101
800,Local FC 157,LOCAL.FC.157.139@CONTACTS.ORG,England,2025-04-29,partnership,3,45
801,Local FC 29,local.fc.29.248@hotmail.com,Brazil,2025-05-27,paid_search,8,87
802,Local FC 178,local.fc.178.925@contacts.org,USA,2025-07-31,email,9,44
803,Local FC 96,local.fc.96.402@hotmail.com,Canada,2025-07-08,partnership,1,40
804,Local FC 91,local.fc.91.568@contacts.org,France,2025-04-14,email,1,92
805,Local FC 112,local.fc.112.889@example.com,Brazil,2025-03-17,organic,9,54
806,Local FC 89,local.fc.89.428@example.com,India,2025-06-11,partnership,3,28
807,Local FC 69,local.fc.69.197@contacts.org,Brazil,2024-12-29,paid_search,6,58
808,Local FC 131,local.fc.131.733@clubmail.co,Spain,2025-05-27,partnership,3,123
809,Local FC 163,local.fc.163.753@contacts.org,Wales,2025-03-21,referral,7,44
810,Local FC 34,local.fc.34.205@gmail.com,France,2025-06-30,email,7,82
811,Local FC 58,notanemail,Germany,2025-04-16,partnership,10,31
812,Local FC 21,local.fc.21.441@example.com,Brazil,2024-12-24,paid_search,4,46
813,Local FC 68,local.fc.68.918@gmail.com,Brazil,2024-08-12,referral,8,81
814,Local FC 161,local.fc.161.774@contacts.org,India,2025-07-03,referral,3,85
815,Local FC 181,local.fc.181.108@gmail.com,Ireland,2025-04-22,facebook,3,77
816,Local FC 21,local.fc.21.892@contacts.org,Germany,2025-02-23,paid_search,8,43
817,Local FC 32,notanemail,USA,2025-07-31,facebook,9,80
818,Local FC 54,local.fc.54.425@gmail.com,Wales,2025-06-17,referral,8,51
819,Local FC 88,local.fc.88.420@hotmail.com,Brazil,2025-09-12,partnership,10,68
820,Aston Villa,aston.villa.72@gmail.com,Wales,2024-07-17,email,5,38
821,Norwich City,norwich.city.925@gmail.com,Canada,2025-04-28,referral,10,88
822,Local FC 56,local.fc.56.322@example.com,Spain,2025-05-13,referral,1,69
823,Local FC 137,local.fc.137.558@contacts.org,USA,2025-09-27,partnership,8,68
824,Local FC 69,LOCAL.FC.69.87@CONTACTS.ORG,Wales,2025-05-28,referral,6,79
825,Local FC 119,local.fc.119.349@gmail.com,England,2024-11-16,referral,4,111
826,Local FC 132,local.fc.132.114@clubmail.co,Spain,2025-02-09,partnership,10,66
827,Local FC 110,local.fc.110.460@gmail.com,USA,2025-04-04,facebook,9,52
828,Local FC 41,local.fc.41.643@example.com,Ireland,2025-03-15,facebook,10,54
829,Local FC 57,local.fc.57.533@example.com,Brazil,2025-04-08,referral,3,86
830,Local FC 30,local.fc.30.436@clubmail.co,England,2025-09-19,email,2,82
831,Local FC 14,local.fc.14.413@contacts.org,France,2024-10-29,facebook,7,57
832,Local FC 143,local.fc.143.750@contacts.org,Wales,2025-08-12,referral,9,47
833,Local FC 13,local.fc.13.884@contacts.org,USA,2024-11-01,email,9,59
834,Everton,everton.617@example.com,Germany,2025-09-18,referral,3,49
835,Local FC 55,local.fc.55.384@hotmail.com,Wales,2025-01-04,paid_search,7,70
836,Local FC 181,local.fc.181.291@gmail.com,USA,2025-06-04,organic,9,52
837,Local FC 12,local.fc.12.587@gmail.com,Germany,2025-06-25,email,7,41
838,Local FC 102,local.fc.102.652@example.com,USA,2024-09-17,paid_search,7,53
839,Local FC 167,local.fc.167.239@example.com,England,2024-11-12,partnership,6,90
840,Local FC 94,local.fc.94.586@gmail.com,Spain,2024-12-13,referral,9,51
841,Local FC 146,local.fc.146.555@example.com,India,2025-03-06,referral,2,59
842,Local FC 29,local.fc.29.959@example.com,Spain,2025-09-05,paid_search,10,66
843,Local FC 43,local.fc.43.622@example.com,USA,2025-10-14,organic,8,83
844,Local FC 27,local.fc.27.118@example.com,Spain,2025-07-06,paid_search,7,64
845,Local FC 27,local.fc.27.695@gmail.com,Germany,2025-03-23,paid_search,8,54
846,Newcastle United,newcastle.united.423@clubmail.co,Scotland,2025-02-08,organic,5,50
847,Local FC 32,local.fc.32.771@example.com,Spain,2024-12-31,organic,10,33
848,Local FC 62,notanemail,England,2025-04-14,facebook,8,98
849,Local FC 122,local.fc.122.805@gmail.com,USA,2025-09-19,organic,8,46
850,Local FC 197,local.fc.197.554@hotmail.com,Brazil,2025-02-19,email,9,63
851,Local FC 123,local.fc.123.636@gmail.com,England,2025-03-13,organic,10,69
852,Local FC 104,local.fc.104.360@clubmail.co,Brazil,2025-02-02,facebook,4,82
853,Wolverhampton Wanderers,wolverhampton.wanderers.405@example.com,Brazil,2025-03-05,facebook,9,55
854,Local FC 91,local.fc.91.699@example.com,USA,2025-01-27,facebook,8,97
855,Local FC 43,local.fc.43.614@clubmail.co,Wales,2025-05-20,partnership,10,40
856,Manchester United,manchester.united.424@gmail.com,USA,2024-11-28,email,9,57
857,Local FC 182,local.fc.182.836@gmail.com,Germany,2025-08-05,email,8,76
858,Local FC 72,local.fc.72.198@gmail.com,England,2023-02-30,facebook,4,58
859,Local FC 155,local.fc.155.641@clubmail.co,Ireland,2025-03-16,email,9,63
860,Local FC 73,LOCAL.FC.73.215@CONTACTS.ORG,Canada,2025-01-22,email,10,51
861,Local FC 9,local.fc.9.199@example.com,Canada,2025-02-19,referral,8,54
862,Local FC 125,local.fc.125.266@example.com,Brazil,2025-01-18,partnership,10,72
863,Local FC 181,local.fc.181.546@gmail.com,USA,2025-09-09,organic,8,81
864,Local FC 145,local.fc.145.865@gmail.com,Canada,2025-07-16,referral,5,76
865,Local FC 100,LOCAL.FC.100.230@EXAMPLE.COM,Brazil,2025-03-11,email,10,96
866,Local FC 9,local.fc.9.26@clubmail.co,France,2025-06-02,organic,4,53
867,Local FC 44,LOCAL.FC.44.100@CLUBMAIL.CO,England,2025-05-04,referral,6,53
868,Local FC 185,local.fc.185.485@clubmail.co,England,2025-01-10,facebook,6,27
869,Local FC 114,local.fc.114.783@gmail.com,Scotland,2025-09-26,organic,7,38
870,Norwich City,norwich.city.67@contacts.org,USA,2024-12-19,organic,2,94
871,Local FC 58,local.fc.58.573@contacts.org,France,2025-05-16,organic,10,56
872,Local FC 139,LOCAL.FC.139.639@HOTMAIL.COM,France,2025-04-22,referral,6,83
873,Local FC 139,local.fc.139.198@gmail.com,Scotland,2025-09-08,referral,1,64
874,Local FC 183,local.fc.183.364@example.com,USA,2024-12-16,paid_search,9,70
875,Local FC 43,local.fc.43.447@gmail.com,Germany,2025-04-05,facebook,8,80
876,Local FC 130,local.fc.130.352@hotmail.com,Brazil,2025-05-23,referral,10,73
877,Local FC 18,local.fc.18.56@example.com,Ireland,2025-08-01,partnership,4,23
878,Local FC 32,local.fc.32.709@clubmail.co,Germany,2025-02-19,referral,8,87
879,Local FC 125,local.fc.125.108@example.com,England,2025-05-21,email,9,79
880,Local FC 37,local.fc.37.219@hotmail.com,Germany,2024-09-18,partnership,9,86
881,Local FC 77,notanemail,Germany,2024-09-14,organic,1,74
882,Local FC 123,local.fc.123.935@clubmail.co,England,2025-04-21,paid_search,2,27
883,Local FC 31,local.fc.31.348@hotmail.com,Ireland,2025-06-05,organic,5,43
884,Local FC 48,local.fc.48.671@gmail.com,Ireland,2024-07-02,facebook,3,56
885,Local FC 97,local.fc.97.819@clubmail.co,Scotland,2025-04-14,organic,10,71
886,Local FC 17,local.fc.17.388@hotmail.com,France,2025-04-25,partnership,5,93
887,Wolverhampton Wanderers,wolverhampton.wanderers.809@example.com,Canada,2025-07-28,facebook,5,63
888,Local FC 198,local.fc.198.84@example.com,India,2025-08-13,organic,9,33
889,Local FC 80,local.fc.80.184@example.com,USA,2025-07-26,partnership,6,59
890,Local FC 102,LOCAL.FC.102.666@CONTACTS.ORG,Ireland,2025-07-01,email,4,46
891,Local FC 41,local.fc.41.161@clubmail.co,Brazil,2025-11-14,organic,6,58
892,Local FC 15,LOCAL.FC.15.598@CLUBMAIL.CO,Germany,2025-11-07,email,7,75
893,Local FC 96,local.fc.96.280@contacts.org,Ireland,2025-04-20,facebook,4,30
894,Local FC 146,local.fc.146.560@gmail.com,Ireland,2025-06-14,organic,9,44
895,Local FC 11,local.fc.11.692@gmail.com,Canada,2025-03-18,facebook,5,86
896,Local FC 29,local.fc.29.758@hotmail.com,Spain,2025-09-16,facebook,5,62
897,Local FC 191,local.fc.191.776@contacts.org,Brazil,2025-05-24,paid_search,7,73
898,Local FC 82,local.fc.82.805@hotmail.com,USA,2025-04-02,facebook,7,44
899,Local FC 183,local.fc.183.428@hotmail.com,Brazil,2025-06-15,organic,7,44
900,Local FC 76,local.fc.76.512@hotmail.com,Germany,2024-12-02,paid_search,9,60
901,Local FC 156,local.fc.156.582@example.com,Wales,2024-08-08,facebook,10,58
902,Local FC 185,local.fc.185.391@example.com,Brazil,2025-08-09,email,6,29
903,Local FC 29,local.fc.29.917@clubmail.co,Canada,2025-09-26,referral,4,28
904,Local FC 26,local.fc.26.72@example.com,Ireland,2025-03-25,paid_search,6,70
905,Local FC 55,local.fc.55.12@gmail.com,France,2025-10-27,email,10,77
906,Local FC 9,local.fc.9.979@contacts.org,Ireland,2025-07-08,facebook,4,62
907,Local FC 91,local.fc.91.318@contacts.org,Canada,2024-09-18,email,7,77
908,Local FC 51,local.fc.51.620@hotmail.com,India,2025-06-08,email,7,42
909,Local FC 128,local.fc.128.468@gmail.com,Spain,2025-08-08,email,10,45
910,Local FC 137,local.fc.137.633@hotmail.com,Canada,2025-05-31,paid_search,7,40
911,Local FC 159,local.fc.159.907@contacts.org,Canada,2025-05-20,referral,5,61
912,Local FC 55,local.fc.55.223@gmail.com,Brazil,2025-06-02,organic,6,46
913,Local FC 75,local.fc.75.420@gmail.com,Brazil,2025-04-08,organic,5,68
914,Local FC 99,local.fc.99.877@contacts.org,Spain,2025-10-01,organic,1,88
915,Local FC 162,local.fc.162.473@clubmail.co,Ireland,2025-05-15,partnership,7,60
916,Local FC 93,local.fc.93.19@clubmail.co,Scotland,2025-01-22,referral,4,64
917,Local FC 170,notanemail,USA,2024-12-19,facebook,5,65
918,Local FC 163,local.fc.163.857@example.com,Canada,2025-07-26,partnership,7,67
919,Local FC 149,LOCAL.FC.149.613@CONTACTS.ORG,Ireland,2025-10-09,paid_search,9,62
920,Local FC 76,local.fc.76.15@hotmail.com,Canada,2025-05-06,organic,4,55
921,Local FC 37,local.fc.37.172@gmail.com,Brazil,2025-05-19,organic,2,22
922,Local FC 63,local.fc.63.405@hotmail.com,Ireland,2025-07-17,organic,3,61
923,Local FC 72,local.fc.72.399@gmail.com,Canada,2025-04-09,facebook,4,39
924,Local FC 147,local.fc.147.309@gmail.com,Scotland,2024-11-05,partnership,7,42
925,Local FC 118,local.fc.118.615@example.com,France,2024-12-17,partnership,8,68
926,Local FC 178,local.fc.178.705@clubmail.co,USA,2025-07-31,organic,10,95
927,Local FC 3,local.fc.3.239@contacts.org,England,2025-10-16,paid_search,9,78
928,Leeds United,leeds.united.776@gmail.com,Wales,2024-12-12,facebook,2,46
929,Local FC 108,local.fc.108.244@hotmail.com,USA,2024-10-19,partnership,8,54
930,Local FC 65,local.fc.65.534@clubmail.co,Spain,2025-03-22,organic,6,65
931,Local FC 39,local.fc.39.56@clubmail.co,Ireland,2025-05-20,partnership,8,76
932,Local FC 159,local.fc.159.188@example.com,USA,2025-01-10,organic,1,25
933,Local FC 30,local.fc.30.178@hotmail.com,Ireland,2024-10-31,paid_search,9,26
934,Local FC 110,local.fc.110.251@contacts.org,Spain,2024-12-08,facebook,8,82
935,Local FC 128,local.fc.128.82@hotmail.com,France,2025-10-01,paid_search,6,51
936,Local FC 101,local.fc.101.160@example.com,England,2025-10-03,email,9,55
937,Local FC 90,local.fc.90.745@clubmail.co,Spain,2025-06-14,email,6,75
938,Local FC 53,local.fc.53.733@example.com,Ireland,2024-10-30,organic,3,87
939,Local FC 109,local.fc.109.963@clubmail.co,France,2025-07-19,email,9,55
940,Local FC 59,local.fc.59.944@example.com,Wales,2025-10-13,paid_search,10,43
